song,mood,max_intensity,min_intensity,mean_intensity,median_intensity,max_pitch,min_pitch,mean_pitch,median_pitch,max_timbre,min_timbre,mean_timbre,median_timbre,max_time,min_time,mean_time,median_time
aggressive.72,aggressive,-17.700154249451302,-61.99726217948721,-38.91593854654998,-38.390044035143,1.0,0.27127251455076534,0.6034912107871171,0.5826205353926479,176.5130080989984,-599.926698568405,-8.670637218072496,-0.008365336542592815,0.5921088435374156,0.4992290249433107,0.5677725449154021,0.568888888888889
aggressive.73,aggressive,-15.380260118052481,-74.36797753565956,-40.37154846024525,-40.059865665842985,1.0,0.10155782704363592,0.5460757308357664,0.5339165720350442,197.9544154025238,-578.0453720907475,-8.000349483355134,0.0025189206156488453,0.6037188208616779,0.40634920634920635,0.5727588813303099,0.5804988662131514
aggressive.74,aggressive,-14.250035368021905,-93.69644697119091,-40.73617576019343,-39.822015073344716,1.0,0.035737672872295734,0.3652175578149069,0.24268845417222962,133.95429400470888,-505.92634844775324,-7.043557081289469,0.011994476115723095,0.42956916099773235,0.3250793650793651,0.39613242630385487,0.39473922902494607
aggressive.75,aggressive,-22.85368558256289,-78.02928254187718,-43.151004318641185,-41.64551622855621,1.0,0.06871601189935181,0.4859914195162841,0.4235293246255993,96.9298660475776,-565.9041215426225,-9.07370924408722,0.0015360085016562497,0.6269387755102045,0.3599092970521542,0.5445939363399681,0.5456689342403629
aggressive.76,aggressive,-17.490174899185995,-83.08959110654213,-42.627193381022494,-42.17374724545385,1.0,0.1245736954109019,0.5678058535674645,0.5572187729072777,119.95250999036263,-575.1775275584075,-8.415959745773222,0.007015293556232108,0.5456689342403624,0.18575963718820862,0.4715862217903034,0.47600907029478456
aggressive.77,aggressive,-9.255356505244505,-96.09111341725881,-36.06269505049341,-34.09742116583077,1.0,0.08026361861822537,0.4830744247680258,0.43160145564681945,135.29200208416628,-597.8337619864689,-7.884384467976662,-0.0011092889536955869,0.39473922902494607,0.058049886621315196,0.38268271411128557,0.38312925170068013
aggressive.78,aggressive,-11.268194634026852,-68.43488129331757,-37.29214457828399,-35.06799548523415,1.0,0.12803263629101738,0.5141261998617215,0.4866440902750545,207.89489060864025,-655.1236350181912,-7.972155577592426,0.00757348773017725,0.6617687074829934,0.2786394557823129,0.6269387755102042,0.6385487528344669
aggressive.79,aggressive,-16.72574883641703,-73.59491290086666,-38.05998067825721,-37.37750673711732,1.0,0.04294142625513091,0.4040608592794891,0.3394799388520743,213.99182769846843,-550.5374506403974,-7.413630002252374,-0.003578180387023,0.5224489795918377,0.058049886621315196,0.4693747975380628,0.47600907029478456
aggressive.80,aggressive,-12.636755712021674,-74.18039938650035,-37.353818646568264,-36.952885008044085,1.0,0.057705933126684754,0.48269940055881494,0.44592054928772884,218.06952724179448,-569.430503307626,-7.922848788646691,0.0042158009396579595,0.5224489795918359,0.23219954648526078,0.4752600394996709,0.4876190476190452
aggressive.81,aggressive,-20.557256425123608,-79.81718459680324,-41.07438308420804,-38.55486366804753,1.0,0.08102125979258376,0.4478012267950276,0.379213218107461,186.55085526058267,-566.569293261984,-8.841862211946928,-0.001671088486361096,0.6037188208616779,0.17414965986394557,0.5361698618841476,0.5456689342403629
aggressive.82,aggressive,-21.672415126934595,-87.7089127231104,-42.993942974729705,-41.13847554939825,1.0,0.01515968724744776,0.46322759642102984,0.438622803105767,194.54699007055413,-775.7950910479112,-9.287321394366419,0.025220174741862045,0.41795918367346996,0.3250793650793682,0.3853909355950172,0.3831292517006803
aggressive.83,aggressive,-21.696093420081056,-67.26165600317972,-40.599000389391335,-38.5083711695643,1.0,0.09932250831464406,0.4862538352304042,0.49402601089013043,191.23250434371067,-674.3233294407664,-7.4165191573633695,0.010774794024763727,0.7314285714285695,0.06965986394557823,0.5454539346602838,0.5456689342403638
aggressive.84,aggressive,-20.150711146571695,-63.039122444155865,-40.85054010582927,-41.07042252231436,1.0,0.09685673658863114,0.5512373127917052,0.537636744735918,184.89315409154372,-598.1035378139126,-8.389827285006243,0.012303433123500566,0.383129251700681,0.17414965986394557,0.36174990321331785,0.35990929705215535
aggressive.85,aggressive,-10.484195572700152,-52.58765506671047,-32.7614092254533,-32.47353058492454,1.0,0.1410674430261875,0.5560054209054509,0.5230261681306734,207.60762008703225,-491.32078937997454,-6.721874311853198,-0.003301405600660906,0.42956916099773323,0.046439909297052155,0.3955132275132275,0.3947392290249434
aggressive.86,aggressive,-10.562425369075687,-59.91579924418755,-33.91838352352449,-33.67102540738274,1.0,0.20112178407321746,0.5320822023307282,0.492210048978983,197.0538740943397,-483.26220586457674,-6.938058366505581,0.004314885531503715,0.6037188208616779,0.2089795918367347,0.5424439405391787,0.5456689342403642
aggressive.87,aggressive,-11.148637884873345,-53.51384590597209,-35.6535075099078,-34.860859841696836,1.0,0.19148919691317734,0.511673384518117,0.46881116985724586,192.77283921989672,-493.4843626710233,-7.699787797501896,-0.0011869644571212367,0.510839002267574,0.2438095238095238,0.4776943895837905,0.48761904761904695
aggressive.88,aggressive,-19.152605940869364,-64.90264578046745,-36.66702090706944,-35.293056056681955,1.0,0.1300337405248913,0.4979140535050448,0.46232631703849314,199.50332060648313,-546.4322145168821,-7.206683923356696,0.008360297057195694,0.39473922902494607,0.058049886621315196,0.37475243261861707,0.38312925170068013
aggressive.89,aggressive,-15.044390195068235,-52.919018191538385,-33.38359775038968,-32.3621840347291,1.0,0.18592781836935357,0.4562180106011621,0.37337996026370335,194.58825043640718,-478.0398341421569,-7.276777294437755,0.0023534009542972145,0.568888888888889,0.11609977324263039,0.5384918573490002,0.5456689342403642
aggressive.90,aggressive,-13.34393408093527,-100.52360930495338,-38.910589492087475,-38.12532942857373,1.0,0.07648068828779526,0.466993138020134,0.42774607477507137,199.81835685612373,-650.1476824746394,-8.006933417043893,0.00783354629649333,0.4876190476190476,0.26702947845804986,0.35962612687351364,0.35990929705215535
aggressive.91,aggressive,-20.48441822238193,-79.43972637532389,-38.2824649825066,-37.3768576488428,1.0,0.03697303579694915,0.4875372245928873,0.4625081862134188,191.34500015020805,-571.6509951837235,-8.066188399261225,-0.006542378153854169,0.42956916099773323,0.08126984126984127,0.39015634323904996,0.3947392290249425
aggressive.92,aggressive,-18.1721761050594,-85.20155767603347,-37.21136607974073,-34.66949649688168,1.0,0.07450315996902467,0.484061973900632,0.4593993392606083,217.76956861343078,-555.26974290036,-7.88741006926834,-0.002957434447037655,0.6385487528344669,0.2786394557823129,0.5564026868609079,0.5688888888888872
aggressive.93,aggressive,-13.665487871061439,-80.92163575009768,-39.385468561643066,-38.530788971879474,1.0,0.06937547794743001,0.4724502963458775,0.43270151252537353,206.72268302027007,-556.5803396439755,-7.933305836924351,-0.009144922459834094,0.47600907029478456,0.3482993197278894,0.43452047485660933,0.44117913832199207
aggressive.94,aggressive,-20.45972073772529,-67.19757492917671,-40.31734258316074,-40.31902650611223,1.0,0.11749214023584986,0.3966426000900837,0.30199874649116926,208.1355406286966,-544.470072210609,-6.967479904446429,0.006412301848098616,0.7082086167800448,0.19736961451247165,0.6527387251196775,0.6617687074829952
aggressive.95,aggressive,-20.21646664884038,-72.54997733031126,-46.15659077680538,-45.683751657406034,1.0,0.1046120508944558,0.4917890600806489,0.46673674146595157,201.09762109239543,-664.5163837872961,-8.601973450196711,0.01829938532045263,0.5921088435374138,0.3831292517006803,0.509838142153413,0.5108390022675735
aggressive.96,aggressive,-20.53378586814513,-76.64144144154241,-37.637489393844085,-36.51574293748787,1.0,0.1304731561000827,0.4764314566263393,0.4504774392906626,199.24389342510244,-545.0898196562453,-8.51002427780728,0.005145829922935476,0.6269387755102045,0.3831292517006803,0.5782224000711397,0.5804988662131523
aggressive.97,aggressive,-17.608234119113405,-77.16096117921875,-36.61589774203633,-35.10387008105555,1.0,0.131351849108705,0.5062250927564186,0.48740899502339075,218.26246473312904,-524.1674964951454,-7.319136867114992,-0.002614537031065888,0.5340589569161001,0.40634920634920635,0.506435217765267,0.5108390022675735
aggressive.98,aggressive,-18.064271001625954,-89.3036559968143,-38.24993963341754,-36.775067824118736,1.0,0.10378272661073736,0.48888002167049815,0.4555350312457527,185.28115256437397,-612.8084438942234,-9.014532891951701,0.0070170283009109565,0.47600907029478456,0.11609977324263039,0.42310074505992873,0.4295691609977324
aggressive.99,aggressive,-17.670211622127574,-73.70027331883765,-39.62895236886512,-37.53041963837837,1.0,0.11442182576138968,0.5611818511537667,0.5556468646610488,196.95724535213787,-684.5338121788807,-8.719222073147886,-0.0022218491176987983,0.7198185941043107,0.4876190476190476,0.7010214879602634,0.7082086167800448
calm.26,calm,-13.138322712044122,-80.31095177542115,-49.92392932023637,-49.974804714127416,1.0,0.02262836184004969,0.3832372551726512,0.3362940064818669,195.97716781618777,-703.1187263889173,-9.182576307197348,0.029389069096450428,0.4992290249433111,0.3947392290249433,0.4695590828924162,0.46439909297052395
calm.27,calm,-16.07717942234306,-75.30113819203925,-43.619226624404085,-42.73245009866642,1.0,0.07778123418664233,0.4322961628063515,0.36539537519898124,203.71161652085652,-603.4682608138257,-8.883447534165073,0.013610159894917128,0.40634920634920846,0.33668934240362813,0.3858432723738846,0.38312925170068013
calm.28,calm,-21.852448802044968,-76.48619011271474,-47.286227262201606,-46.27802725932179,1.0,0.09969867537360154,0.4132309852140212,0.32451341148652135,191.84115010103105,-726.5523726385279,-8.752174932897935,0.02913496480383681,0.42956916099773235,0.11609977324263039,0.395977626606198,0.3947392290249443
calm.29,calm,-10.734787679741075,-67.74459923277385,-37.065466259344355,-35.57311746120395,1.0,0.06780776013520326,0.4651733854411369,0.43381999001489163,221.23540999650106,-587.5641039841073,-8.357249759978593,0.008125944227857633,0.4643990929705222,0.2089795918367347,0.44117913832199546,0.4411791383219956
calm.30,calm,-19.258266127766394,-80.31095177542115,-47.91841113559062,-46.57144642586329,1.0,0.08648427277498211,0.5226671960735384,0.48889653582588233,179.57029795598288,-780.0338298945227,-9.647864649871561,0.058202544046484284,0.4063492063492049,0.034829931972789115,0.37298889175923533,0.3715192743764195
calm.31,calm,-14.773642854679956,-85.64737689003489,-41.88950560688343,-40.90108065274236,1.0,0.046659127498539246,0.4472152945548484,0.4127562285908555,206.53067632953776,-675.3822098929725,-8.69596602052518,0.012991215089806472,0.47600907029478456,0.034829931972789115,0.35767122913422394,0.35990929705215535
calm.32,calm,-14.420675833883612,-85.8770577376347,-37.021448334780416,-34.866518554845214,1.0,0.027824282180031745,0.4346164150742883,0.38785392881677194,225.45280537333954,-648.2442868383727,-7.290383654147774,0.0014211162558823147,0.568888888888889,0.40634920634920635,0.509838142153413,0.5108390022675735
calm.33,calm,-15.7133322245108,-80.31095177542115,-43.265373292043584,-41.40022866576879,1.0,0.021669950540332775,0.315712355808601,0.20799814834796493,223.07853217141806,-713.4157812639571,-7.404178099822414,0.009364904167224292,0.568888888888889,0.11609977324263039,0.47657084339111994,0.4876190476190476
calm.34,calm,-12.571178725161726,-68.28925029236984,-43.028233003595886,-42.311338345219056,1.0,0.11185313665567059,0.48003762290713614,0.43395566242854494,203.51043125779853,-632.8321732647966,-9.417266589242727,0.007255934999342446,0.4992290249433111,0.2438095238095238,0.47582181259600614,0.47600907029478634
calm.35,calm,-14.55725846450768,-69.88971598637936,-46.05529590463379,-46.84400176664947,1.0,0.045778706191497,0.3458346886519173,0.2334310193085382,190.62928405588184,-596.0078731850432,-7.7722245784660995,0.011216886363377244,0.4179591836734673,0.19736961451247165,0.3644400199104032,0.3715192743764151
calm.36,calm,-19.96217887854512,-72.89780653485555,-39.87961550150724,-38.601095739925356,1.0,0.037274681053703414,0.3909212057885637,0.32652232782970236,191.34824963157413,-526.9549553420401,-7.651514002538912,0.005052140082835695,0.568888888888889,0.1509297052154195,0.531571104632329,0.5340589569161018
calm.37,calm,-13.752605590592946,-84.75426098413823,-47.29909481907668,-45.35469486212095,1.0,0.050279954056201476,0.37054327499128176,0.30391400891477394,240.2253922159938,-669.2409965550006,-9.167411639145461,0.00225262799652751,0.5921088435374156,0.44117913832199546,0.5463139329805996,0.5456689342403642
calm.38,calm,-18.016439591540923,-78.74538368138126,-41.646462323332436,-41.066635587517645,1.0,0.018351068247848143,0.31456819370487643,0.19626994927606767,195.87544029084717,-506.2908136765464,-6.800583749139794,0.007347934461212348,0.48761904761904784,0.11609977324263039,0.4480395794681509,0.452789115646258
calm.39,calm,-8.545971237145858,-83.01623299309588,-43.812052201199,-41.77857370671201,1.0,0.07623887039678943,0.45742618912481,0.41879852195186607,193.12654220116568,-670.1168665286266,-10.088763195179203,-0.00773840195786263,0.7546485260770979,0.19736961451247165,0.6232334635982053,0.6385487528344669
calm.40,calm,-14.099483003960025,-81.85960394705486,-51.12598775155226,-51.533190892572264,1.0,0.02315523476171185,0.33263558170135293,0.21833969219592386,179.30494943965604,-670.3734040502679,-10.137220937722086,0.009035151891363892,0.568888888888889,0.46439909297052157,0.5253514739229025,0.5224489795918374
calm.41,calm,-10.088099794593154,-81.82467387468034,-43.026973049051925,-42.35212829833696,1.0,0.05375772337302656,0.42183170358321,0.38940770498250266,225.4104350550801,-621.9913993821119,-9.761103613279728,-0.01773776373046255,0.650158730158731,0.37151927437641724,0.5564026868609079,0.5572789115646266
calm.42,calm,-13.009903762455494,-78.78980610444475,-43.735361896001656,-42.77044688207344,1.0,0.06564259534006064,0.40282302132839365,0.3178653646048327,199.58475130462952,-664.9759981780386,-8.97868969248126,0.004505848654155277,0.5456689342403607,0.046439909297052155,0.49962258349667554,0.5108390022675735
