song,mood,max_intensity,min_intensity,mean_intensity,median_intensity,max_pitch,min_pitch,mean_pitch,median_pitch,max_timbre,min_timbre,mean_timbre,median_timbre,max_time,min_time,mean_time,median_time
1,,-17.181184045929662,-60.67935527481484,-38.22439805562559,-36.355868643899996,1.0,0.25212713751101895,0.5143613885408159,0.49294224770700257,117.69987688901485,-459.33615284294285,-8.33216784944566,0.7435119713210561,0.046439909297052155,0.046439909297052155,0.046439909297052155,0.046439909297052155
1,,-16.785146739581087,-56.25417353475443,-37.20889869056475,-37.73172521504914,1.0,0.2077604784176094,0.5136035494414859,0.5286651379245826,133.96204980703052,-460.8668788112363,-7.543176265508853,0.01042703263341978,0.3599092970521542,0.3599092970521542,0.3599092970521542,0.3599092970521542
1,,-18.129879704605237,-62.625853657140865,-35.11397637654089,-34.55402371587128,1.0,0.26738682990588936,0.5134841414482846,0.4385988222692758,123.88191409316052,-426.824041065813,-6.993497529441133,0.002106272565219626,0.35990929705215424,0.35990929705215424,0.35990929705215424,0.35990929705215424
1,,-19.67501915638585,-60.81493352395304,-36.48457263261673,-35.00939535063885,0.9811837071161269,0.257955401241459,0.5263929205611796,0.5412572905148487,140.44295066204967,-458.9697641460741,-7.287578659929998,-0.0013065997938798007,0.3715192743764172,0.3715192743764172,0.3715192743764172,0.3715192743764172
1,,-22.726654213588134,-58.971213859526316,-37.62218012182688,-36.44647573099293,1.0,0.2164797078660849,0.42840387541848307,0.3514214590855359,151.4403534239006,-476.65913319708966,-6.992444571118767,-0.016388582430464132,0.3715192743764173,0.3715192743764173,0.3715192743764173,0.3715192743764173
1,,-28.160935721350896,-65.31054042241276,-39.00203273615701,-36.77986886908327,0.8481910067507178,0.38505835626900353,0.5823777668239168,0.5655530050132233,127.66372708788478,-473.7032569485019,-8.164074638944152,-0.08909986363912126,0.35990929705215424,0.35990929705215424,0.35990929705215424,0.35990929705215424
1,,-22.452312982151433,-86.83472817571544,-47.9669900818213,-46.3860398351532,1.0,0.15274380561023132,0.3634458114308017,0.24084626810809023,94.20835053894046,-504.25373506340156,-11.133084234937282,-0.03333621766590322,0.3715192743764173,0.3715192743764173,0.3715192743764173,0.3715192743764173
1,,-21.816394434006277,-84.51948070715824,-46.33352819269565,-44.50668210229047,1.0,0.12244950806544742,0.3592191890957352,0.30500637883621906,118.14424578533607,-485.0033187252662,-11.471001769283278,-0.08140160709090673,0.359909297052154,0.359909297052154,0.359909297052154,0.359909297052154
1,,-20.061437960436304,-80.95884170282869,-42.921499176114764,-38.90918090905309,0.8519309340052564,0.23647123515191004,0.44368667546244506,0.413109200184522,112.54820392348775,-454.53419597551965,-11.218750148425917,0.14323170020636874,0.3715192743764173,0.3715192743764173,0.3715192743764173,0.3715192743764173
1,,-21.309788224470225,-52.73466366381474,-33.69245492424053,-33.937859358034544,1.0,0.20331307824056544,0.46094559592611706,0.4046642372512479,114.27027297492697,-401.9913161248485,-6.114137477677493,-0.00940879459736919,0.359909297052154,0.359909297052154,0.359909297052154,0.359909297052154
